title,price,release_year,release_month,rating,required_age,is_multiplayer
"FIM Speedway Grand Prix 15",24.99,2015,11,68,0,1
"Shooting Stars!",4.99,2016,1,59,0,0
"Thunder Wolves",9.99,2013,5,69,16,0
Primordia,9.99,2012,12,72,0,0
"The Dark Eye: Chains of Satinav",19.99,2012,6,75,0,0
"Joe Dever's Lone Wolf HD Remastered",14.99,2014,11,78,0,0
"BattleBlock Theater®",14.99,2014,5,85,0,1
Machinarium,9.99,2009,10,85,0,0
"Tom Clancy's Rainbow Six Lockdown™",9.99,2008,5,59,17,1
"Baldur's Gate: Enhanced Edition",19.99,2013,1,78,0,1
"Teleglitch: Die More Edition",12.99,2013,7,78,0,0
Roundabout,14.99,2014,9,75,0,0
"The Ship: Murder Party",9.99,2006,7,76,0,1
"Mortal Kombat X",39.99,2015,4,76,17,1
"Devil May Cry 4",19.99,2009,12,78,0,0
SkyDrift,9.99,2011,11,73,0,1
LUMINES™,9.99,2008,4,74,0,0
"Sang-Froid - Tales of Werewolves",14.99,2013,4,79,0,0
"The Darkness II",29.99,2012,2,77,17,0
"Tom Clancy's Ghost Recon® Desert Siege™",4.99,2008,7,82,17,1
FATE,7.99,2013,12,80,0,0
"Pacific Storm",7.99,2008,6,67,0,1
"Black Mirror II",9.99,2014,4,71,0,0
"Ninja Reflex: Steamworks Edition",4.99,2008,3,57,0,1
Interloper,11.99,2015,5,77,0,1
"Men of War: Vietnam",7.99,2011,9,68,0,1
Cubetractor,9.99,2013,5,75,0,0
Unrest,14.99,2014,7,65,0,0
"Post Mortem",7.99,2011,8,71,0,0
"Crimzon Clover WORLD IGNITION",9.99,2014,6,85,0,0
Risen,9.99,2009,10,77,17,0
"The Tiny Bang Story",4.99,2011,4,63,0,0
"Frontlines™: Fuel of War™",19.99,2008,2,73,0,0
Armello,19.99,2015,9,75,0,1
"Company of Heroes 2 - Ardennes Assault",29.99,2014,11,81,17,0
"Anomaly Defenders",9.99,2014,5,70,0,0
"Space Siege",14.99,2008,8,60,0,1
"Metro: Last Light Redux",19.99,2014,8,76,0,0
"Tropico 5",24.99,2014,5,75,0,1
"Age of Empires® III: Complete Collection",39.99,2012,1,81,0,1
"Bookworm Adventures Deluxe",4.99,2007,1,82,0,0
Cobalt,19.99,2016,2,69,0,1
"The Banner Saga 2",19.99,2016,4,83,0,0
"Tom Clancy's Splinter Cell®",9.99,2008,4,91,0,0
"Take On Helicopters",19.99,2011,10,70,0,1
"Commandos 2: Men of Courage",3.99,2007,3,87,0,1
"Lichdom: Battlemage",39.99,2014,8,69,0,0
"Euro Truck Simulator 2",34.99,2013,1,79,0,0
"Warrior Kings: Battles",9.99,2014,5,64,0,0
"Deus Ex: Invisible War",6.99,2007,3,80,0,0
"Shadow Warrior (Classic)",0,2014,5,73,0,1
"Red Goddess: Inner World",9.99,2015,8,53,0,0
Waveform,1.99,2012,3,81,0,0
"Mayan Death Robots",14.99,2015,11,69,0,0
"Lord of the Rings: War in the North",19.99,2011,11,66,0,1
"Alpha Protocol™",14.99,2010,6,72,17,0
"Battle: Los Angeles",9.99,2011,3,38,0,0
Qvadriga,19.99,2014,6,72,0,0
"Humans Must Answer",5.99,2014,1,55,0,0
"World of Goo",9.99,2008,10,90,0,0
"Garshasp: The Monster Slayer",4.99,2011,5,49,0,0
"The Witcher 2: Assassins of Kings Enhanced Edition",19.99,2012,4,88,17,0
"Blood of the Werewolf",1.99,2013,10,65,0,0
"Full Spectrum Warrior",9.99,2007,7,80,0,1
"The Lost Crown",9.99,2014,6,71,0,0
"Alien Breed: Impact",9.99,2010,6,64,0,0
"Corpse Party",14.99,2016,4,73,17,0
"Cossacks: European Wars",4.99,2011,8,74,0,0
"Starpoint Gemini 2",34.99,2014,9,70,0,0
"Strong Bad's Cool Game for Attractive People: Season 1",19.99,2008,12,82,0,0
"PlanetSide 2",0,2012,11,84,0,1
"Swords and Sorcery - Underworld - Definitive Edition",14.99,2015,12,66,0,0
"Who's That Flying?!",5.99,2011,1,76,0,0
"Painkiller: Black Edition",9.99,2007,1,81,17,1
Euclidean,4.99,2015,9,65,0,0
"Calvino Noir",14.99,2015,8,55,0,0
"Rise of the Tomb Raider™",59.99,2016,1,86,17,0
"Lords of Football",19.99,2013,4,52,0,0
Convoy,14.99,2015,4,72,0,0
"Supreme Commander",14.99,2011,9,86,0,1
"Kentucky Route Zero",24.99,2013,2,81,0,0
"Paper Sorcerer",4.99,2014,1,73,0,0
"Hector: Badge of Carnage - Full Series",19.99,2011,8,75,0,0
"Rise of Flight United",0,2013,9,77,0,1
"Brothers in Arms: Earned in Blood™",9.99,2008,10,84,17,0
Quantz,9.99,2009,9,67,0,0
"Citizens of Earth",14.99,2015,1,66,0,0
"How to Survive",14.99,2014,8,60,0,1
"Sneaky Sneaky",4.99,2014,11,63,0,0
"Mushroom Men: Truffle Trouble",11.99,2015,3,55,0,0
"The Maw",9.99,2009,3,75,0,0
"Cthulhu Saves the World",2.99,2011,7,78,0,0
"Serious Sam HD: The Second Encounter",29.99,2010,4,76,0,1
"Fallout: New Vegas",9.99,2010,10,84,16,0
Insurgency,14.99,2014,1,74,0,1
"A Valley Without Wind",14.99,2012,4,54,0,1
Viridi,0,2015,8,46,0,0
"Rogue Legacy",14.99,2013,6,85,0,0
"Call of Juarez™",9.99,2007,11,72,17,1
rymdkapsel,7.99,2014,1,77,0,0
"Bad Bots",4.99,2013,5,49,0,0
Dungeonland,0,2013,11,67,0,1
"The Last Express Gold Edition",6.99,2013,11,82,0,0
"Ridge Racer™ Unbounded",9.99,2012,3,72,0,0
"Frozen Synapse",24.99,2011,5,85,0,1
Soundodger+,7.99,2013,10,78,0,0
"STAR WARS™ - The Force Unleashed™ II",19.99,2010,10,59,0,0
"SOL: Exodus",7.99,2012,1,57,0,0
"Left 4 Dead",19.99,2008,11,89,0,1
"RACE 07",3.99,2007,10,83,0,1
"Ether One",19.99,2014,3,82,0,0
"Bus Driver",9.99,2014,6,61,0,0
"Call of Duty®: Black Ops II",59.99,2012,11,74,17,1
"Nancy Drew ®: Danger on Deception Island",6.99,2009,10,81,0,0
Galacide,9.99,2015,7,76,0,0
Sora,8.99,2016,1,73,0,0
"Desperados: Wanted Dead or Alive",4.99,2013,11,78,0,0
"RollerCoaster Tycoon® 2: Triple Thrill Pack",9.99,2014,5,74,0,0
"Ironclad Tactics",14.99,2013,9,69,0,1
"Max Payne 3",19.99,2012,5,87,17,1
"Europa Universalis: Rome - Gold Edition ",9.99,2008,12,79,0,1
"Sacred Gold",9.99,2008,7,74,0,0
"The Elder Scrolls IV: Oblivion® Game of the Year Edition",19.99,2009,6,94,17,0
"Earth Defense Force: Insect Armageddon",9.99,2011,12,69,0,1
"Rogue Warrior",9.99,2009,12,29,17,1
"Dungeon Siege",6.99,2011,4,86,0,0
"DARK SOULS™ II",39.99,2014,4,91,0,1
"BADLAND: Game of the Year Edition",9.99,2015,5,79,0,0
"Batman™: Arkham Origins",19.99,2013,10,74,13,1
"Warhammer Quest",14.99,2015,1,55,0,0
"The Deer God",14.99,2015,2,59,0,0
Shadowgrounds,6.99,2006,5,74,17,0
"The Weaponographist",9.99,2015,4,58,0,0
"World War III: Black Gold",4.99,2013,9,71,0,1
"Brothers - A Tale of Two Sons",14.99,2013,9,90,0,0
"The Guild II Renaissance",9.99,2010,7,56,0,0
"Call of Duty: United Offensive",19.99,2006,10,87,0,1
"Project: Snowblind",5.99,2007,3,76,0,1
"Cloud Chamber",19.99,2014,8,74,0,1
"A Walk in the Dark",6.99,2013,11,67,0,0
"STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™",9.99,2012,8,85,0,0
Citadels,14.99,2013,7,20,0,0
"Sanctum 2",14.99,2013,5,77,0,1
"Skyward Collapse",4.99,2013,5,64,0,1
"DiRT Showdown",14.99,2012,5,72,0,1
"Shadowrun: Dragonfall - Director's Cut",14.99,2014,9,87,0,0
Metrocide,12.99,2014,12,68,0,0
"Red Faction",9.99,2009,8,78,0,1
"Section 8®: Prejudice™",9.99,2011,5,77,0,0
"Blood Bowl 2",44.99,2015,9,76,0,1
"Path of Exile",0,2013,10,86,0,1
"Agarest: Generations of War",14.99,2014,2,45,0,0
"PAYDAY™ The Heist",14.99,2011,10,76,17,0
Glare,9.99,2013,10,69,0,0
"Goodbye Deponia",19.99,2013,10,80,0,0
"Mata Hari",9.99,2009,7,63,0,0
"The Yawhg",9.99,2014,2,66,0,0
"The Book of Unwritten Tales: The Critter Chronicles",19.99,2012,12,73,0,0
"Murdered: Soul Suspect",29.99,2014,6,59,17,0
"Thief: Deadly Shadows",8.99,2007,3,85,0,0
"Just Cause 2",14.99,2010,3,84,17,0
"Kohan: Ahriman's Gift",9.99,2011,8,79,0,1
AudioSurf,9.99,2008,2,85,0,0
Sheltered,14.99,2016,3,67,0,0
"SPORE™ Galactic Adventures",19.99,2009,6,70,0,0
"Beyond Sol",14.99,2015,10,83,0,1
"Absolute Drift",11.99,2015,7,66,0,0
Jamestown,9.99,2011,6,81,0,0
"I, Zombie",1.99,2014,12,65,0,0
Snapshot,9.99,2012,8,74,0,0
"Bejeweled Twist",4.99,2008,11,78,0,0
"Sword Coast Legends",19.99,2015,10,61,0,1
"The Escapists: The Walking Dead",17.99,2015,9,66,0,0
"Railroad Tycoon 3",9.99,2007,5,80,0,1
"Croixleur Sigma",7.99,2014,4,56,0,0
"Nexus - The Jupiter Incident",9.99,2007,7,77,0,1
"RC Cars",2.99,2014,4,65,0,1
"Tales From Space: Mutant Blobs Attack",7.99,2012,8,83,0,0
"Sword of the Stars II: Enhanced Edition",19.99,2012,11,65,0,1
"Trials Fusion™",19.99,2014,4,80,0,1
Evolve,39.99,2015,2,77,17,1
"10,000,000",4.99,2013,1,67,0,0
"Mount & Blade: With Fire & Sword",9.99,2011,5,68,0,1
"Fallout 3",9.99,2008,10,91,17,0
"Just Cause™ 3",59.99,2015,11,74,17,0
"Dragon Age™: Origins Awakening",19.99,2010,3,82,17,0
"Panzer Corps",19.99,2014,3,80,0,1
"Warhammer 40,000: Armageddon",39.99,2014,11,68,0,1
GRID™,14.99,2008,6,87,0,0
"Divine Divinity",5.99,2012,7,81,0,0
"Prison Architect",29.99,2015,10,83,0,0
"ShootMania Storm",19.99,2013,4,76,0,1
"Giana Sisters: Twisted Dreams - Rise of the Owlverlord",4.99,2013,9,84,0,0
"Act of Aggression",44.99,2015,9,71,0,1
"Mr. Robot",9.99,2008,11,83,0,0
"Saints Row: Gat out of Hell",14.99,2015,1,66,0,0
"The Talos Principle",39.99,2014,12,85,0,0
"Sid Meier's Pirates!",9.99,2005,7,88,0,0
"Tales of Monkey Island Complete Pack",19.99,2009,7,79,0,0
"Red Game Without A Great Name",4.99,2015,12,55,0,0
Praetorians,4.99,2014,4,78,0,1
"Unstoppable Gorg",9.99,2012,1,73,0,0
"POSTAL 2",9.99,2012,11,59,18,0
"Counter-Strike: Source",19.99,2004,11,88,0,1
"A Game of Dwarves",9.99,2012,10,60,0,0
"Yar's Revenge",9.99,2011,4,56,0,1
"Far Cry® 2: Fortune's Edition",9.99,2008,10,85,17,1
"Gemini: Heroes Reborn",14.99,2016,1,54,13,0
"Wargame: Airland Battle",19.99,2013,5,80,0,1
Botanicula,9.99,2012,5,82,0,0
"Tales of Monkey Island Complete Pack",19.99,2009,7,79,0,0
"Dragon Age: Origins - Ultimate Edition",29.99,2010,10,91,17,0
"Day of Defeat: Source",9.99,2010,7,80,0,1
"Madballs in Babo:Invasion ",4.99,2009,9,79,0,1
"Last Word",9.99,2015,5,67,0,0
TERA,0,2015,5,77,0,1
SAGA,0,2015,8,61,0,1
RIFT,0,2011,3,84,0,1
"PuzzleQuest: Challenge of the Warlords",9.99,2008,1,84,0,1
"Assassin's Creed 2 Deluxe Edition",19.99,2010,3,86,17,0
"Hard to Be a God",9.99,2015,8,55,0,0
"Jet Car Stunts",6.99,2014,5,57,0,1
Homefront,19.99,2011,3,70,17,1
"Painkiller: Black Edition",9.99,2007,1,81,17,1
"Gratuitous Space Battles",14.99,2009,11,72,0,1
"The Next BIG Thing",9.99,2011,4,75,0,0
Dishonored,19.99,2012,10,91,17,0
"Watchmen: The End is Nigh Part 2",4.99,2009,7,44,17,0
LUFTRAUSERS,9.99,2014,3,80,0,0
Darksiders™,19.99,2010,9,83,17,0
"Guns, Gore & Cannoli",9.99,2015,4,74,0,0
"Cities in Motion",19.99,2011,2,70,0,0
"Sid Meier's Civilization IV: Colonization",19.99,2008,9,83,0,1
Harvester,5.99,2014,4,53,17,0
"Drawn™: Dark Flight",9.99,2016,1,75,0,0
NaissanceE,14.99,2014,2,66,0,0
"Gravity Ghost",14.99,2015,1,75,0,0
"Xpand Rally",4.99,2006,8,82,0,1
"Massive Assault Network 2",14.99,2009,11,72,0,1
"STAR WARS™ Battlefront™ II",9.99,2009,7,78,0,0
"Europa Universalis III Complete",14.99,2009,2,83,0,1
"Gas Guzzlers Extreme",24.99,2013,10,73,0,1
"The Raven - Legacy of a Master Thief",24.99,2013,7,74,0,0
"Crazy Machines",9.99,2008,12,78,0,0
"Shadows: Heretic Kingdoms",19.99,2014,11,74,0,0
Neverwinter,0,2013,12,74,0,1
"Enter the Gungeon",14.99,2016,4,84,0,0
"Gettysburg: Armored Warfare",9.99,2012,3,22,0,1
"LEGO Harry Potter: Years 5-7",19.99,2012,1,80,0,0
"Signal Ops",9.99,2013,11,61,0,0
"Crazy Machines 1.5",9.99,2008,12,78,0,0
McPixel,4.99,2012,9,76,0,0
"Medal of Honor™",19.99,2010,10,72,17,1
"Duck Game",12.99,2015,6,82,0,1
"The Elder Scrolls V: Skyrim",19.99,2011,11,94,17,0
"Spiral Knights",0,2011,6,64,0,1
"Steel Storm: Burning Retribution",14.99,2011,5,55,0,1
"Sid Meier's Civilization® IV",19.99,2006,10,94,0,1
"To End All Wars",39.99,2014,8,71,0,1
"Tomb Raider",19.99,2013,3,86,17,1
"Robin Hood: The Legend of Sherwood",7.99,2011,8,80,0,0
"Crayon Physics Deluxe",19.99,2009,5,79,0,0
"Syberia II",12.99,2011,5,80,0,0
Rigonauts,9.99,2012,8,60,0,0
Anachronox,6.99,2013,10,77,13,0
"Shadowgrounds Survivor",9.99,2007,11,79,17,0
"Total War: Shogun 2 - Fall of the Samurai",29.99,2012,3,86,0,1
"Fenix Rage",14.99,2014,9,75,0,0
"MDK2 HD",14.99,2012,7,73,0,0
"Bob Came in Pieces",6.99,2010,1,73,0,0
"Mount & Blade: Warband",19.99,2010,3,78,0,1
"Zombie Vikings",19.99,2015,12,74,0,1
"Ultimate General: Gettysburg",14.99,2014,10,84,0,1
"The Guild II - Pirates of the European Seas",9.99,2010,6,63,0,0
Nihilumbra,7.99,2013,10,75,0,0
"Rayman® Legends",29.99,2013,9,89,0,0
"Road Not Taken",14.99,2014,8,75,0,0
"NEON STRUCT",17.99,2015,5,62,0,0
Resonance,9.99,2012,7,76,0,0
"God Mode",9.99,2013,4,58,17,1
"Vietnam ‘65",9.99,2015,3,81,0,0
"Amnesia: A Machine for Pigs",19.99,2013,9,72,0,0
"Worms Ultimate Mayhem",14.99,2011,9,66,0,1
"Delta Force: Xtreme",19.99,2009,6,65,0,1
"Crookz - The Big Heist",24.99,2015,8,74,0,0
Thief,29.99,2014,2,70,17,0
"Trine 2: Complete Story",19.99,2013,6,84,0,1
"Titan Quest",14.99,2007,7,77,0,1
DEFCON,9.99,2006,9,84,0,1
"F1 RACE STARS™",14.99,2012,11,62,0,1
"Shadow Warrior",39.99,2013,9,73,18,0
"Battlefield: Bad Company™ 2",19.99,2010,3,87,17,1
"Circa Infinity",9.99,2015,9,80,0,0
"Men of Valor",9.99,2016,2,71,0,1
"resident evil 4 / biohazard 4",19.99,2014,2,79,16,0
Ceres,19.99,2015,10,74,0,0
"America's Army 3",0,2009,6,70,0,1
MouseCraft,9.99,2014,7,72,0,0
"The Testament of Sherlock Holmes",19.99,2012,9,73,0,0
"Lords of the Realm II",2.99,2015,12,77,0,0
"Zoo Empire",6.99,2015,9,59,0,0
Deathtrap,19.99,2015,2,77,0,1
"Magical Eyes - Red is for Anguish",14.99,2016,3,79,0,0
"Ys: The Oath in Felghana",14.99,2012,3,73,0,0
"Armada 2526",14.99,2011,4,66,0,0
"Command & Conquer 4: Tiberian Twilight",19.99,2010,3,64,0,1
"Oscura: Lost Light",6.99,2015,2,66,0,0
"Back to the Future: The Game",19.99,2010,12,74,0,0
"Five Nights at Freddy's 3",7.99,2015,3,68,0,0
ZHEROS,14.99,2016,2,58,0,0
"A.R.E.S.: Extinction Agenda",9.99,2011,1,68,0,0
"Defense Technica",14.99,2013,10,63,0,0
"Defense Grid: The Awakening",9.99,2008,12,81,0,0
"SpellForce 2: Faith in Destiny",14.99,2012,6,55,0,1
"Tropico 3 - Steam Special Edition",9.99,2009,10,79,0,0
"Gray Matter",9.99,2014,4,72,0,0
"Risk of Rain",9.99,2013,11,77,0,1
"Portal 2",19.99,2011,4,95,0,0
"The Flame in the Flood",19.99,2016,2,73,0,0
"Else Heart.Break()",24.99,2015,9,79,0,0
"80 Days",9.99,2015,9,84,0,0
"Three Fourths Home: Extended Edition",4.99,2015,3,77,0,0
"Orcs Must Die!",9.99,2011,10,83,0,0
"LEGO The Lord of the Rings",19.99,2012,11,80,0,0
"MX vs. ATV Unleashed",9.99,2015,4,71,0,1
"Total War: ATTILA",44.99,2015,2,80,0,1
"Dungeon of the Endless™",11.99,2014,10,79,0,1
"Crysis Warhead®",19.99,2008,9,84,17,0
"The Impossible Game",4.99,2014,5,64,0,0
"Delta Force: Task Force Dagger",9.99,2009,6,51,0,1
"Commander: Conquest of the Americas",0,2010,7,68,0,0
"Galactic Civilizations III",39.99,2015,5,81,0,1
"Cities: Skylines",29.99,2015,3,85,0,0
"The Legend of Heroes: Trails in the Sky SC",29.99,2015,10,80,0,0
"Hearts of Iron III",9.99,2009,8,77,0,1
"Rocketbirds: Hardboiled Chicken",9.99,2012,10,74,0,1
"Neighbours from Hell Compilation",9.99,2013,11,69,0,0
"Worms Reloaded",19.99,2010,8,79,0,1
"Shadowgate (2014)",14.99,2014,8,68,0,0
"Silence of the Sleep",16.99,2014,10,66,0,0
"METAL GEAR SOLID V: THE PHANTOM PAIN",59.99,2015,9,91,18,1
"Sherlock Holmes: The Silver Earring",9.99,2009,8,68,0,0
"Imperium Romanum Gold Edition",9.99,2008,11,63,0,0
"The Secret of Monkey Island: Special Edition",9.99,2009,7,86,0,0
Sengoku,9.99,2011,9,70,0,1
"Theatre of War 3: Korea",19.99,2011,3,49,0,1
"Memento Mori 2",24.99,2014,5,65,0,0
"Deadly Premonition: The Director's Cut",24.99,2013,10,59,17,0
Nova-111,14.99,2015,8,68,0,0
Cubemen,3.99,2012,3,74,0,1
"Escape Dead Island",19.99,2014,11,52,17,0
"Vertex Dispenser",9.99,2011,6,70,0,1
"Tom Clancy's Splinter Cell Double Agent®",9.99,2009,2,80,17,1
"Aura: Fate of the Ages",4.99,2010,10,63,0,0
"Nancy Drew®: The Haunting of Castle Malloy",6.99,2009,7,81,0,0
"Nelly Cootalot: The Fowl Fleet",19.99,2016,3,81,0,0
Lemma,14.99,2015,5,73,0,0
"Saints Row 2",9.99,2009,1,72,17,0
"Danganronpa: Trigger Happy Havoc",29.99,2016,2,83,0,0
"Iron Grip: Warlord",0,2008,12,59,0,1
"Stronghold HD",5.99,2013,10,81,0,1
"Thomas Was Alone",9.99,2012,11,77,0,0
Zombeer,9.99,2015,1,32,17,0
"Ninja Senki DX",4.99,2016,2,72,0,0
"Cossacks II: Napoleonic Wars",4.99,2011,8,73,0,0
Daylight,9.99,2014,4,51,16,0
"The Deadly Tower of Monsters",14.99,2016,1,73,0,0
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",4.99,2009,8,84,0,0
"Resident Evil™ 5/ Biohazard 5®",19.99,2009,9,86,17,1
"Rome: Total War™ - Alexander",4.99,2007,8,79,0,1
"StarDrive 2",29.99,2015,4,70,0,0
"Unreal 2: The Awakening",14.99,2008,3,75,17,0
"Half-Life 2",9.99,2004,11,96,0,0
"Miner Wars 2081",9.99,2012,11,52,0,1
"Way of the Samurai 4",24.99,2015,7,72,0,0
"Tom Clancy's Rainbow Six® Vegas 2",9.99,2008,4,78,17,1
"Blood: One Unit Whole Blood",4.99,2014,7,82,17,0
"Moon Hunters",14.99,2016,3,63,0,1
"Ubersoldier II",9.99,2014,3,62,0,0
"The Mighty Quest For Epic Loot",0,2014,2,64,0,1
"Earth 2150 Trilogy",6.99,2013,11,78,0,1
"Transformers™: War for Cybertron™",19.99,2010,6,75,0,1
"GT Legends",7.99,2012,11,84,0,1
"Disney G-Force",19.99,2014,10,61,0,0
"Railroad Tycoon II Platinum",4.99,2007,5,89,0,0
"Space Pirates and Zombies",9.99,2011,8,74,0,0
"Fantasy Wars",4.99,2010,8,67,0,1
SPINTIRES™,29.99,2014,6,67,0,1
"Depths of Peril",9.99,2010,11,79,0,0
"Might & Magic: Heroes VI",19.99,2011,10,77,0,0
"A Pixel Story",11.99,2015,3,74,0,0
"The Club™",14.99,2008,2,67,0,1
DISTRAINT,4.99,2015,10,76,0,0
Screencheat,14.99,2014,10,71,0,1
"Disciples III - Resurrection",19.99,2011,10,63,0,0
"Need for Speed Undercover",9.99,2008,12,65,0,1
"Memento Mori",12.99,2012,11,66,17,0
"Franchise Hockey Manager 2",19.99,2015,9,79,0,1
"Icewind Dale: Enhanced Edition",19.99,2014,10,80,0,1
"Nancy Drew®: Last Train to Blue Moon Canyon",6.99,2009,10,77,0,0
"Iron Front: Digital War Edition",14.99,2012,5,55,0,1
"Theatre of War 2: Africa 1943",8.99,2010,7,63,0,1
"Restaurant Empire II",19.99,2009,5,64,0,0
"Grim Dawn",24.99,2016,2,83,0,1
"Titan Souls",14.99,2015,4,74,0,0
"LOST ORBIT",11.99,2015,5,72,0,0
"Fallen Enchantress: Ultimate Edition",39.99,2012,10,78,0,0
"DARK SOULS™: Prepare To Die™ Edition",19.99,2012,8,85,17,1
"DYNASTY WARRIORS 8: Xtreme Legends Complete Edition",49.99,2014,5,71,0,0
"And Yet It Moves",9.99,2009,4,75,0,0
INK,4.99,2015,8,68,0,0
EDGE,7.99,2011,8,74,0,0
"Thief™ II: The Metal Age",6.99,2012,5,87,17,0
"Beyond Divinity",5.99,2012,10,73,0,0
"Megabyte Punch",14.99,2013,10,69,0,0
Volume,19.99,2015,8,80,0,0
"Plain Sight",4.99,2010,4,76,0,1
"PixelJunk™ Eden",9.99,2012,2,81,0,0
"Dawn of Discovery™",9.99,2009,6,82,0,0
AirBuccaneers,0,1970,1,74,0,1
"Sir, You Are Being Hunted",19.99,2014,5,63,0,1
"F1 2013",24.99,2013,10,77,0,1
"Patrician IV - Steam Special Edition",19.99,2010,9,66,0,0
"Stories: The Path of Destinies",14.99,2016,4,75,0,0
RIDE,39.99,2015,3,68,0,1
"Mercenary Kings",19.99,2014,3,76,12,1
"Resident Evil: Operation Raccoon City",29.99,2012,5,48,17,1
"Scribblenauts Unlimited",19.99,2012,11,75,0,0
"Call of Duty® 4: Modern Warfare®",19.99,2007,11,92,17,1
"Emerald City Confidential™",9.99,2009,8,71,0,0
"Octodad: Dadliest Catch",14.99,2014,1,69,0,0
Crashlands,14.99,2016,1,78,0,0
"Heroes of Might & Magic V: Tribes of the East",9.99,2008,10,70,0,0
"Rocket Knight",14.99,2010,5,63,0,0
Counter-Strike,9.99,2000,11,88,0,1
"Space Rangers HD: A War Apart",14.99,2013,10,68,0,0
"Life Goes On",12.99,2014,4,73,0,0
"The Wolf Among Us",24.99,2013,10,85,17,0
"Dead Space™ 2",19.99,2011,1,87,0,1
"Victor Vran ARPG",19.99,2015,7,75,0,1
"Assetto Corsa",44.99,2014,12,85,0,1
"Nosferatu: The Wrath of Malachi",9.99,2014,3,70,0,0
"Megamagic: Wizards of the Neon Age",14.99,2016,4,69,0,0
"Medal of Honor: Airborne",9.99,2009,10,78,0,1
"Sonic & SEGA All-Stars Racing",9.99,2010,3,65,0,0
iRacing,9.99,2015,1,79,0,1
Miasmata,14.99,2012,11,76,0,0
"Mini Metro",9.99,2015,11,77,0,0
"The Last Remnant™",9.99,2009,4,66,0,0
"Intrusion 2",9.99,2012,9,80,0,0
Guncraft,14.99,2013,8,73,0,1
Shank,9.99,2010,10,67,17,0
4PM,2.99,2014,7,41,0,0
Damnation,9.99,2009,5,41,17,1
"Alice: Madness Returns",19.99,2011,6,75,17,0
"Independence War® 2: Edge of Chaos",5.99,2015,5,83,0,0
Armikrog,24.99,2015,9,57,0,0
"Hatoful Boyfriend",9.99,2014,9,68,0,0
"The Lord of the Rings Online",0,2012,6,86,0,0
"Delta Force Land Warrior",9.99,2009,6,74,0,1
Aquaria,9.99,2008,12,82,0,0
"DUNGEONS - Steam Special Edition",14.99,2011,2,65,0,0
"Foul Play",14.99,2013,9,69,0,0
"Making History: The Calm & the Storm",4.99,2007,3,70,0,1
Bloodsports.TV,9.99,2015,3,69,0,1
"Grandia® II Anniversary Edition",19.99,2015,8,80,0,0
"Counter-Strike: Condition Zero",9.99,2004,3,65,0,1
Magicka,9.99,2011,1,74,0,1
"Tales of Monkey Island Complete Pack",19.99,2009,7,79,0,0
"Primal Carnage",7.99,2012,10,67,0,1
"Star Trek Online",0,2012,1,76,0,1
"The Novelist",14.99,2013,12,66,0,0
"Massive Assault",9.99,2009,11,77,0,0
"Serious Sam 3: BFE",99.99,2011,11,72,0,1
Nidhogg,14.99,2014,1,81,0,1
"Rise of Nations: Extended Edition",19.99,2014,6,89,0,1
"The Charnel House Trilogy",5.99,2015,4,68,0,0
Dyad,14.99,2013,4,80,0,0
Alternativa,12.99,2010,11,63,0,0
"Hell Yeah! Wrath of the Dead Rabbit",14.99,2012,10,64,0,0
"DOOM 3",9.99,2007,8,87,17,1
"Bejeweled® 3",4.99,2010,12,82,0,0
"Unity of Command: Stalingrad Campaign",19.99,2012,10,84,0,1
"The Count Lucanor",9.99,2016,3,79,0,0
"Blocks That Matter",4.99,2011,8,72,0,0
Stairs,12.99,2015,9,65,0,0
"Myst V",9.99,2012,3,80,0,0
"Disgaea PC",19.99,2016,2,74,0,0
"Fallout: New Vegas",9.99,2010,10,84,16,0
"Syder Arcade",9.99,2013,10,76,0,0
"MIND: Path to Thalamus Enhanced Edition",8.99,2014,8,75,0,0
Warframe,0,2013,3,68,17,1
"Warhammer® 40,000™: Dawn of War® II",19.99,2009,2,85,17,1
Deponia,49.99,2012,8,74,0,0
Ikaruga,9.99,2014,2,84,0,0
"I am Bread",12.99,2015,4,60,0,0
"Gumboy - Crazy Adventures™",4.99,2006,12,69,0,0
"Curse: The Eye of Isis",2.99,2014,8,63,0,0
Cibele,8.99,2015,11,71,18,0
"Kill to Collect",19.99,2016,4,57,16,1
"BeatBlasters III",9.99,2014,2,56,0,0
"Incoming Forces",9.99,2014,3,67,0,0
"Among the Sleep",14.99,2014,5,66,0,0
"Battle Worlds: Kronos",19.99,2013,11,71,0,1
"Half Minute Hero: Super Mega Neo Climax Ultimate Boy",9.99,2012,9,75,0,1
Windward,9.99,2015,5,61,0,1
"The Aquatic Adventure of the Last Human",9.99,2016,1,76,0,0
"Elven Legacy",4.99,2009,4,71,0,1
Psychonauts,9.99,2006,10,87,0,0
"Original War",4.99,2014,1,61,0,1
"Crusader Kings II",39.99,2012,2,82,0,1
Toren,9.99,2015,5,57,0,0
"Universe Sandbox",9.99,2011,4,83,0,0
"Medal of Honor™",19.99,2010,10,72,17,1
"Dark Fall: Lost Souls",12.99,2010,4,75,0,0
"Serious Sam 2",9.99,2012,1,74,0,1
"Supreme Ruler 2020 Gold",9.99,2009,7,65,0,1
"Far Cry®",9.99,2008,4,89,17,0
